User_ID,Age,Gender,Dietary_Preferences,Allergies
1250,Senior,Other,Keto,
1251,Adult,Female,Keto,
1252,Senior,Male,Paleo,
1253,Teen,Male,Dairy-Free,Soy
1254,Teen,Female,Paleo,"Soy, Eggs"
1255,Teen,Other,Keto,"Nuts, Dairy"
1256,Child,Female,Paleo,
1257,Adult,Male,Vegetarian,
1258,Adult,Other,Vegan,Dairy
1259,Child,Female,Paleo,"None, Gluten, Shellfish"
1260,Child,Other,Keto,"Shellfish, None, Dairy"
1261,Senior,Male,Vegan,None
1262,Child,Female,Vegan,Dairy
1263,Adult,Other,Non-Vegetarian,"Dairy, None"
1264,Teen,Other,Vegan,
1265,Adult,Other,Vegan,"Gluten, Soy, Nuts"
1266,Child,Other,Keto,
1267,Child,Female,Dairy-Free,Eggs
1268,Child,Other,Paleo,"Nuts, Soy"
1269,Teen,Other,Vegan,"Soy, Dairy, Shellfish"
1270,Senior,Male,Non-Vegetarian,Gluten
1271,Senior,Other,Non-Vegetarian,Soy
1272,Child,Male,Vegan,"Gluten, Dairy"
1273,Senior,Other,Paleo,"Eggs, None, Nuts"
1274,Child,Other,Non-Vegetarian,Gluten
1275,Senior,Other,Gluten-Free,Gluten
1276,Child,Male,Keto,
1277,Adult,Male,Non-Vegetarian,Shellfish
1278,Senior,Male,Vegetarian,
1279,Child,Male,Vegan,Eggs
1280,Adult,Male,Gluten-Free,
1281,Adult,Male,Keto,
1282,Adult,Other,Non-Vegetarian,"Dairy, Gluten"
1283,Senior,Male,Vegan,
1284,Senior,Other,Paleo,
1285,Child,Other,Non-Vegetarian,
1286,Senior,Female,Paleo,Shellfish
1287,Adult,Other,Non-Vegetarian,
1288,Child,Male,Vegan,
1289,Child,Other,Dairy-Free,Shellfish
1290,Teen,Female,Vegetarian,"Dairy, Soy"
1291,Child,Female,Vegan,"Eggs, Dairy"
1292,Child,Other,Vegetarian,"Nuts, Soy, Shellfish"
1293,Teen,Other,Dairy-Free,
1294,Adult,Male,Gluten-Free,Eggs
1295,Teen,Other,Gluten-Free,"Soy, Dairy"
1296,Senior,Male,Dairy-Free,"Soy, None"
1297,Senior,Male,Vegetarian,"Soy, Eggs"
1298,Teen,Male,Keto,None
1299,Senior,Female,Vegetarian,"Shellfish, Gluten, None"
1300,Teen,Female,Non-Vegetarian,
1301,Teen,Other,Non-Vegetarian,
1302,Teen,Male,Keto,
1303,Adult,Other,Non-Vegetarian,"Dairy, Eggs"
1304,Teen,Other,Keto,
1305,Senior,Other,Keto,
1306,Teen,Male,Keto,"Dairy, None"
1307,Adult,Female,Dairy-Free,
1308,Senior,Male,Dairy-Free,
1309,Adult,Male,Keto,Shellfish
1310,Child,Male,Dairy-Free,"None, Gluten, Nuts"
1311,Senior,Male,Vegetarian,
1312,Adult,Male,Keto,Soy
1313,Teen,Female,Keto,"Gluten, Dairy"
1314,Child,Female,Gluten-Free,None
1315,Senior,Male,Gluten-Free,
1316,Adult,Male,Keto,
1317,Adult,Male,Vegan,Eggs
1318,Adult,Other,Keto,Shellfish
1319,Adult,Other,Paleo,None
1320,Child,Female,Paleo,
1321,Adult,Male,Non-Vegetarian,
1322,Adult,Male,Keto,
1323,Teen,Male,Gluten-Free,"Shellfish, Soy, Eggs"
1324,Child,Other,Gluten-Free,"Nuts, None"
1325,Child,Male,Gluten-Free,
1326,Child,Female,Vegan,"Shellfish, Gluten"
1327,Adult,Female,Paleo,
1328,Child,Other,Vegetarian,"Dairy, Gluten"
1329,Adult,Male,Gluten-Free,
1330,Teen,Other,Paleo,
1331,Senior,Male,Non-Vegetarian,None
1332,Senior,Other,Vegetarian,Nuts
1333,Adult,Female,Paleo,Soy
1334,Teen,Other,Dairy-Free,
1335,Senior,Other,Vegetarian,
1336,Adult,Male,Keto,Eggs
1337,Teen,Other,Keto,
1338,Child,Female,Vegan,"None, Soy"
1339,Teen,Other,Paleo,"Dairy, Gluten, Eggs"
1340,Teen,Male,Keto,
1341,Child,Male,Vegan,"Soy, Eggs"
1342,Teen,Female,Dairy-Free,"Nuts, Eggs"
1343,Senior,Male,Gluten-Free,"Eggs, Dairy"
1344,Adult,Other,Vegetarian,Shellfish
1345,Adult,Male,Gluten-Free,"Eggs, Dairy"
1346,Teen,Other,Non-Vegetarian,"Gluten, Soy"
1347,Senior,Male,Paleo,
1348,Adult,Female,Paleo,Eggs
1349,Teen,Other,Gluten-Free,
1350,Child,Female,Dairy-Free,"Eggs, Gluten, Dairy"
1351,Senior,Female,Vegetarian,"None, Shellfish, Dairy"
1352,Child,Female,Paleo,"Soy, None, Dairy"
1353,Adult,Male,Paleo,
1354,Senior,Other,Vegetarian,None
1355,Senior,Male,Vegetarian,"Dairy, None, Nuts"
1356,Child,Male,Keto,"None, Soy, Shellfish"
1357,Child,Female,Dairy-Free,
1358,Teen,Other,Vegan,
1359,Senior,Other,Dairy-Free,
1360,Child,Other,Vegan,"Shellfish, None, Dairy"
1361,Senior,Male,Paleo,
1362,Senior,Male,Paleo,
1363,Senior,Female,Dairy-Free,
1364,Child,Male,Non-Vegetarian,"Eggs, Dairy"
1365,Teen,Male,Vegan,
1366,Teen,Female,Dairy-Free,"Shellfish, Gluten, None"
1367,Teen,Female,Vegetarian,"Eggs, Shellfish"
1368,Adult,Male,Keto,
1369,Senior,Male,Paleo,"None, Shellfish, Soy"
1370,Adult,Male,Vegetarian,"None, Shellfish"
1371,Adult,Other,Keto,"Dairy, Soy"
1372,Senior,Female,Non-Vegetarian,"Dairy, Gluten"
1373,Adult,Male,Dairy-Free,"Shellfish, Nuts"
1374,Child,Other,Vegan,"Eggs, Nuts, Shellfish"
1375,Adult,Other,Non-Vegetarian,"None, Dairy, Gluten"
1376,Adult,Other,Gluten-Free,
1377,Teen,Female,Keto,"Dairy, None, Gluten"
1378,Senior,Male,Keto,
1379,Teen,Male,Gluten-Free,
1380,Child,Male,Dairy-Free,"Nuts, Shellfish"
1381,Adult,Male,Dairy-Free,"Dairy, Nuts, Eggs"
1382,Teen,Female,Dairy-Free,
1383,Senior,Male,Dairy-Free,Dairy
1384,Adult,Male,Dairy-Free,"None, Soy"
1385,Teen,Other,Keto,"Dairy, Gluten, Eggs"
1386,Adult,Other,Gluten-Free,"Soy, Shellfish, Dairy"
1387,Child,Female,Non-Vegetarian,Nuts
1388,Teen,Male,Vegan,Shellfish
1389,Teen,Other,Vegan,Shellfish
1390,Senior,Female,Vegetarian,
1391,Child,Other,Non-Vegetarian,
1392,Child,Other,Non-Vegetarian,"Soy, Dairy"
1393,Child,Other,Keto,"Nuts, Dairy, None"
1394,Adult,Male,Vegan,
1395,Child,Other,Paleo,
1396,Teen,Other,Vegetarian,"Eggs, None"
1397,Senior,Other,Gluten-Free,"Eggs, Dairy"
1398,Child,Male,Vegan,"None, Dairy"
1399,Child,Male,Vegan,"Dairy, Eggs, Soy"
1400,Senior,Male,Vegan,
1401,Teen,Male,Non-Vegetarian,"None, Dairy, Gluten"
1402,Child,Female,Keto,
1403,Child,Female,Vegetarian,Dairy
1404,Child,Other,Dairy-Free,
1405,Child,Male,Gluten-Free,
1406,Senior,Male,Gluten-Free,"None, Eggs"
1407,Senior,Male,Non-Vegetarian,"None, Shellfish"
1408,Senior,Male,Gluten-Free,
1409,Teen,Male,Vegetarian,"None, Nuts"
1410,Child,Female,Dairy-Free,Shellfish
1411,Adult,Male,Gluten-Free,
1412,Teen,Female,Paleo,"Soy, Eggs, Nuts"
1413,Adult,Male,Vegetarian,"Dairy, Gluten"
1414,Child,Female,Keto,None
1415,Senior,Male,Gluten-Free,Soy
1416,Senior,Male,Gluten-Free,"Nuts, Gluten"
1417,Senior,Other,Keto,"Eggs, None"
1418,Child,Male,Paleo,
1419,Child,Male,Dairy-Free,"Soy, Eggs"
1420,Teen,Male,Dairy-Free,None
1421,Child,Other,Paleo,
1422,Adult,Male,Gluten-Free,"None, Nuts"
1423,Senior,Other,Gluten-Free,Nuts
1424,Teen,Male,Vegan,"Gluten, None"
1425,Teen,Other,Vegetarian,"Shellfish, Soy, Eggs"
1426,Adult,Other,Paleo,Soy
1427,Child,Female,Paleo,"None, Gluten"
1428,Senior,Male,Gluten-Free,
1429,Child,Male,Keto,"Dairy, Gluten"
1430,Child,Other,Keto,
1431,Adult,Male,Paleo,Eggs
1432,Senior,Male,Dairy-Free,
1433,Teen,Other,Keto,Nuts
1434,Adult,Other,Keto,"None, Dairy, Nuts"
1435,Senior,Other,Gluten-Free,"Soy, Gluten"
1436,Teen,Other,Gluten-Free,Nuts
1437,Teen,Male,Non-Vegetarian,"Shellfish, Gluten, Nuts"
1438,Senior,Other,Gluten-Free,Soy
1439,Adult,Female,Paleo,None
1440,Teen,Female,Paleo,"Shellfish, None"
1441,Child,Male,Dairy-Free,"None, Nuts"
1442,Senior,Female,Vegan,"Eggs, Gluten, None"
1443,Teen,Other,Vegetarian,"Nuts, Gluten, None"
1444,Adult,Male,Vegan,None
1445,Adult,Male,Gluten-Free,Soy
1446,Adult,Other,Gluten-Free,"Nuts, Dairy"
1447,Senior,Female,Vegetarian,"Soy, Shellfish"
1448,Adult,Female,Vegetarian,"None, Soy"
1449,Adult,Other,Dairy-Free,"Nuts, Soy"
1450,Senior,Other,Dairy-Free,"Eggs, None, Shellfish"
1451,Child,Male,Vegetarian,"None, Dairy, Shellfish"
1452,Senior,Other,Non-Vegetarian,Dairy
1453,Teen,Other,Non-Vegetarian,"Shellfish, Soy"
1454,Senior,Female,Dairy-Free,"None, Dairy, Eggs"
1455,Teen,Female,Vegetarian,
1456,Teen,Other,Keto,"None, Soy"
1457,Adult,Other,Non-Vegetarian,"Soy, Eggs"
1458,Senior,Male,Non-Vegetarian,Gluten
1459,Senior,Male,Non-Vegetarian,"Gluten, Dairy, Nuts"
1460,Senior,Female,Dairy-Free,
1461,Child,Other,Vegetarian,Nuts
1462,Adult,Female,Keto,
1463,Teen,Other,Vegetarian,Eggs
1464,Teen,Female,Paleo,Soy
1465,Child,Other,Paleo,"Dairy, Nuts"
1466,Senior,Male,Paleo,
1467,Child,Female,Vegetarian,"Nuts, Gluten, Soy"
1468,Child,Female,Vegan,Shellfish
1469,Senior,Other,Vegetarian,"Dairy, Soy"
1470,Child,Other,Paleo,Eggs
1471,Teen,Female,Vegetarian,"Nuts, Soy"
1472,Senior,Male,Dairy-Free,"Shellfish, None, Soy"
1473,Senior,Other,Gluten-Free,"Soy, None"
1474,Senior,Other,Non-Vegetarian,
1475,Senior,Female,Dairy-Free,"Shellfish, Nuts, Eggs"
1476,Teen,Male,Non-Vegetarian,"None, Dairy, Nuts"
1477,Teen,Other,Gluten-Free,"Shellfish, None"
1478,Teen,Other,Gluten-Free,
1479,Senior,Male,Paleo,Eggs
1480,Adult,Male,Keto,"Shellfish, None, Eggs"
1481,Teen,Male,Vegetarian,
1482,Senior,Other,Paleo,Eggs
1483,Senior,Female,Vegan,"None, Soy"
1484,Child,Female,Vegetarian,"Nuts, Dairy, None"
1485,Teen,Other,Keto,
1486,Senior,Male,Paleo,
1487,Teen,Other,Gluten-Free,Shellfish
1488,Adult,Female,Keto,"Nuts, Soy, Eggs"
1489,Senior,Other,Non-Vegetarian,"Nuts, Eggs, Gluten"
1490,Child,Female,Vegan,Soy
1491,Senior,Other,Gluten-Free,"None, Soy, Eggs"
1492,Teen,Female,Keto,Shellfish
1493,Senior,Other,Paleo,"None, Nuts, Eggs"
1494,Child,Male,Gluten-Free,"Eggs, Gluten"
1495,Adult,Male,Dairy-Free,"None, Soy"
1496,Senior,Female,Non-Vegetarian,
1497,Child,Male,Dairy-Free,"Gluten, Nuts, Eggs"
1498,Adult,Female,Keto,
1499,Senior,Male,Dairy-Free,Nuts
1500,Senior,Other,Paleo,None
1501,Adult,Female,Dairy-Free,Shellfish
1502,Senior,Male,Keto,"None, Eggs"
1503,Adult,Other,Keto,"Eggs, Shellfish, Dairy"
1504,Senior,Other,Vegetarian,"Dairy, Gluten, Nuts"
1505,Child,Male,Vegan,"Soy, Eggs, Shellfish"
1506,Adult,Male,Dairy-Free,"Soy, Nuts, Dairy"
1507,Senior,Female,Dairy-Free,"Eggs, None"
1508,Child,Female,Keto,"Gluten, Shellfish"
1509,Adult,Other,Paleo,
1510,Child,Other,Vegan,"Eggs, Gluten, None"
1511,Senior,Female,Dairy-Free,"Dairy, Nuts, Gluten"
1512,Adult,Other,Gluten-Free,"Shellfish, None, Nuts"
1513,Teen,Other,Gluten-Free,Gluten
1514,Senior,Female,Gluten-Free,"Soy, Eggs, Gluten"
1515,Teen,Female,Non-Vegetarian,"Dairy, Eggs, Gluten"
1516,Child,Female,Vegan,"Eggs, Dairy, None"
1517,Teen,Female,Non-Vegetarian,"Nuts, Dairy"
1518,Child,Female,Vegan,
1519,Senior,Male,Dairy-Free,
1520,Child,Female,Gluten-Free,Dairy
1521,Teen,Female,Keto,Soy
1522,Teen,Other,Vegan,
1523,Senior,Female,Paleo,"Gluten, Dairy"
1524,Senior,Other,Paleo,
1525,Adult,Male,Dairy-Free,"Soy, Shellfish, Dairy"
1526,Child,Other,Paleo,
1527,Teen,Male,Vegetarian,"Eggs, Shellfish"
1528,Adult,Female,Vegan,"Eggs, Nuts"
1529,Senior,Male,Vegetarian,Shellfish
1530,Senior,Male,Vegetarian,"Eggs, Gluten"
1531,Teen,Female,Keto,"None, Shellfish"
1532,Senior,Other,Vegan,None
1533,Senior,Female,Vegan,
1534,Teen,Male,Paleo,"Gluten, None"
1535,Teen,Female,Dairy-Free,None
1536,Senior,Female,Non-Vegetarian,Shellfish
1537,Senior,Other,Gluten-Free,None
1538,Teen,Female,Vegan,Shellfish
1539,Child,Female,Non-Vegetarian,Eggs
1540,Teen,Female,Vegetarian,Gluten
1541,Senior,Female,Gluten-Free,Eggs
1542,Adult,Female,Vegan,
1543,Adult,Male,Vegetarian,"Soy, Gluten"
1544,Senior,Other,Vegan,"Dairy, Nuts, None"
1545,Teen,Male,Non-Vegetarian,"Soy, None"
1546,Teen,Female,Vegetarian,
1547,Teen,Female,Paleo,Shellfish
1548,Child,Male,Gluten-Free,Soy
1549,Teen,Female,Paleo,Dairy
1550,Adult,Female,Non-Vegetarian,Eggs
1551,Teen,Female,Paleo,"Eggs, Dairy"
1552,Teen,Other,Gluten-Free,
1553,Child,Other,Vegan,"Shellfish, Soy, Dairy"
1554,Adult,Female,Keto,"Shellfish, Nuts, Soy"
1555,Senior,Female,Vegetarian,Gluten
1556,Adult,Male,Non-Vegetarian,Nuts
1557,Teen,Other,Dairy-Free,None
1558,Child,Female,Paleo,"Gluten, Shellfish, Soy"
1559,Child,Female,Vegan,Gluten
1560,Senior,Male,Paleo,Shellfish
1561,Child,Male,Keto,"Dairy, Gluten, Nuts"
1562,Teen,Male,Gluten-Free,Soy
1563,Adult,Female,Paleo,"Dairy, Nuts"
1564,Teen,Male,Dairy-Free,
1565,Senior,Other,Vegetarian,"Dairy, Gluten"
1566,Senior,Other,Non-Vegetarian,"Soy, Nuts"
1567,Adult,Other,Vegetarian,"Eggs, None, Shellfish"
1568,Adult,Male,Gluten-Free,
1569,Child,Other,Dairy-Free,
1570,Adult,Female,Dairy-Free,Dairy
1571,Senior,Male,Vegetarian,"Nuts, Gluten, Shellfish"
1572,Child,Male,Keto,Gluten
1573,Child,Female,Gluten-Free,Soy
1574,Senior,Other,Keto,"None, Eggs, Soy"
1575,Child,Other,Keto,Gluten
1576,Adult,Other,Keto,Nuts
1577,Child,Female,Vegan,
1578,Senior,Female,Vegetarian,"Soy, Shellfish, Gluten"
1579,Adult,Male,Gluten-Free,Dairy
1580,Child,Male,Paleo,
1581,Adult,Male,Keto,"Eggs, Nuts"
1582,Adult,Other,Keto,
1583,Child,Female,Vegetarian,Eggs
1584,Child,Other,Vegan,None
1585,Teen,Male,Vegetarian,"None, Shellfish, Soy"
1586,Child,Other,Non-Vegetarian,
1587,Senior,Female,Keto,
1588,Child,Male,Gluten-Free,"Nuts, Soy, Eggs"
1589,Teen,Other,Keto,
1590,Adult,Male,Vegetarian,Shellfish
1591,Child,Male,Dairy-Free,Shellfish
1592,Adult,Male,Vegan,Dairy
1593,Child,Female,Non-Vegetarian,"None, Soy"
1594,Adult,Other,Gluten-Free,"Shellfish, Soy, Eggs"
1595,Teen,Female,Non-Vegetarian,"Dairy, Nuts, Eggs"
1596,Adult,Male,Gluten-Free,"Gluten, Eggs"
1597,Child,Other,Paleo,"Eggs, None, Gluten"
1598,Adult,Male,Vegetarian,"Dairy, Eggs, Soy"
1599,Adult,Other,Vegetarian,"Eggs, Soy"
1600,Senior,Male,Vegan,Dairy
1601,Senior,Male,Keto,"Eggs, Gluten, Nuts"
1602,Adult,Female,Vegetarian,"None, Dairy, Soy"
1603,Adult,Male,Non-Vegetarian,
1604,Adult,Male,Gluten-Free,"Shellfish, None, Eggs"
1605,Child,Male,Dairy-Free,
1606,Senior,Female,Vegan,Dairy
1607,Senior,Other,Vegan,
1608,Child,Male,Non-Vegetarian,
1609,Teen,Male,Vegetarian,"None, Soy, Gluten"
1610,Senior,Female,Gluten-Free,Shellfish
1611,Adult,Female,Dairy-Free,
1612,Child,Female,Gluten-Free,Gluten
1613,Child,Male,Non-Vegetarian,Gluten
1614,Child,Female,Gluten-Free,"Shellfish, Soy"
1615,Adult,Male,Keto,Nuts
1616,Adult,Other,Paleo,None
1617,Adult,Other,Dairy-Free,"Gluten, None, Nuts"
1618,Teen,Other,Vegetarian,
1619,Senior,Female,Vegan,"Soy, Dairy, None"
1620,Teen,Male,Vegan,Nuts
1621,Teen,Female,Gluten-Free,"Dairy, Shellfish, Eggs"
1622,Senior,Other,Dairy-Free,None
1623,Teen,Male,Keto,"Eggs, Nuts"
1624,Senior,Female,Paleo,Gluten
1625,Senior,Male,Vegan,"Soy, None"
1626,Senior,Other,Non-Vegetarian,Dairy
1627,Senior,Female,Keto,
1628,Senior,Other,Keto,
1629,Senior,Female,Vegan,Dairy
1630,Senior,Female,Paleo,
1631,Senior,Male,Keto,Nuts
1632,Senior,Female,Non-Vegetarian,Gluten
1633,Child,Male,Vegan,"Eggs, Gluten, None"
1634,Child,Other,Vegan,
1635,Senior,Male,Dairy-Free,"Soy, Shellfish"
1636,Senior,Other,Gluten-Free,"Gluten, Soy, Nuts"
1637,Teen,Male,Vegetarian,
1638,Teen,Other,Vegan,
1639,Adult,Female,Keto,Eggs
1640,Senior,Other,Keto,"Dairy, Gluten, Nuts"
1641,Adult,Female,Keto,
1642,Adult,Other,Paleo,"Eggs, Gluten, Soy"
1643,Teen,Female,Gluten-Free,
1644,Teen,Female,Non-Vegetarian,
1645,Adult,Other,Keto,
1646,Adult,Female,Vegan,
1647,Child,Other,Keto,"Gluten, Nuts"
1648,Teen,Other,Gluten-Free,"Dairy, Soy"
1649,Child,Male,Vegetarian,"Soy, Eggs"
1650,Adult,Other,Vegan,"Nuts, Soy"
1651,Senior,Female,Dairy-Free,"Gluten, Soy"
1652,Teen,Male,Non-Vegetarian,"Dairy, Eggs"
1653,Senior,Other,Gluten-Free,"Dairy, Soy"
1654,Child,Female,Keto,
1655,Adult,Other,Vegan,"None, Eggs"
1656,Adult,Female,Paleo,"Nuts, Gluten, None"
1657,Adult,Female,Vegan,
1658,Senior,Female,Gluten-Free,
1659,Senior,Male,Paleo,"Eggs, Dairy"
1660,Senior,Male,Keto,"Dairy, None"
1661,Teen,Male,Paleo,"Eggs, Soy, Gluten"
1662,Teen,Other,Vegan,"Eggs, Dairy"
1663,Child,Other,Vegan,
1664,Child,Other,Paleo,"Soy, Dairy"
1665,Child,Other,Non-Vegetarian,"None, Shellfish"
1666,Child,Other,Non-Vegetarian,
1667,Adult,Male,Dairy-Free,Nuts
1668,Senior,Other,Keto,"Shellfish, Dairy"
1669,Teen,Male,Non-Vegetarian,Gluten
1670,Child,Male,Vegan,Dairy
1671,Senior,Female,Non-Vegetarian,
1672,Senior,Other,Non-Vegetarian,"Gluten, Soy"
1673,Senior,Male,Paleo,Soy
1674,Senior,Male,Dairy-Free,
1675,Child,Other,Vegan,"Gluten, Eggs, Shellfish"
1676,Senior,Male,Non-Vegetarian,Gluten
1677,Child,Other,Paleo,None
1678,Senior,Male,Non-Vegetarian,Soy
1679,Adult,Male,Vegan,"Soy, Gluten, Nuts"
1680,Adult,Other,Non-Vegetarian,
1681,Adult,Female,Paleo,"Dairy, Gluten"
1682,Adult,Female,Non-Vegetarian,
1683,Teen,Other,Non-Vegetarian,"Dairy, None, Nuts"
1684,Child,Other,Vegan,Dairy
1685,Teen,Female,Non-Vegetarian,"None, Gluten, Shellfish"
1686,Child,Other,Non-Vegetarian,"Gluten, Dairy, Shellfish"
1687,Adult,Female,Paleo,"Nuts, Dairy, Soy"
1688,Child,Other,Gluten-Free,
1689,Adult,Other,Dairy-Free,None
1690,Child,Other,Keto,"Eggs, Dairy"
1691,Adult,Male,Non-Vegetarian,"Soy, Eggs"
1692,Child,Other,Gluten-Free,Shellfish
1693,Child,Other,Paleo,"None, Dairy"
1694,Teen,Female,Keto,
1695,Adult,Other,Gluten-Free,
1696,Teen,Female,Dairy-Free,"Gluten, Eggs, Nuts"
1697,Senior,Other,Gluten-Free,
1698,Child,Male,Gluten-Free,"None, Shellfish"
1699,Adult,Other,Paleo,"Soy, Dairy"
1700,Adult,Female,Vegetarian,
1701,Teen,Other,Vegan,
1702,Teen,Other,Non-Vegetarian,
1703,Senior,Female,Vegan,
1704,Senior,Other,Vegetarian,Soy
1705,Adult,Female,Vegetarian,"Dairy, Soy, None"
1706,Child,Female,Gluten-Free,Soy
1707,Adult,Male,Keto,Soy
1708,Child,Female,Keto,Eggs
1709,Senior,Other,Non-Vegetarian,
1710,Teen,Female,Keto,Nuts
1711,Adult,Male,Vegetarian,"Dairy, Nuts, Shellfish"
1712,Child,Other,Non-Vegetarian,Nuts
1713,Child,Female,Paleo,Dairy
1714,Teen,Male,Keto,"None, Nuts, Dairy"
1715,Teen,Female,Vegan,Soy
1716,Senior,Male,Paleo,Soy
1717,Adult,Female,Gluten-Free,"Gluten, Shellfish, None"
1718,Teen,Male,Paleo,
1719,Adult,Male,Gluten-Free,"Shellfish, Soy, Nuts"
1720,Child,Other,Vegan,"Nuts, Dairy"
1721,Teen,Other,Keto,"Gluten, Nuts"
1722,Child,Female,Vegetarian,"Dairy, Eggs, Nuts"
1723,Senior,Male,Gluten-Free,Gluten
1724,Senior,Male,Paleo,
1725,Teen,Other,Non-Vegetarian,"Eggs, Soy"
1726,Teen,Male,Non-Vegetarian,"Nuts, Eggs, Dairy"
1727,Child,Female,Keto,
1728,Senior,Male,Dairy-Free,Nuts
1729,Senior,Female,Keto,Dairy
1730,Senior,Male,Non-Vegetarian,
1731,Senior,Other,Non-Vegetarian,Nuts
1732,Child,Male,Vegan,"Nuts, Shellfish, Dairy"
1733,Senior,Male,Keto,Gluten
1734,Senior,Female,Non-Vegetarian,"None, Eggs"
1735,Adult,Other,Dairy-Free,Dairy
1736,Senior,Female,Dairy-Free,
1737,Adult,Other,Gluten-Free,None
1738,Adult,Male,Keto,"None, Dairy"
1739,Teen,Male,Non-Vegetarian,"Gluten, Soy, Dairy"
1740,Senior,Female,Vegetarian,Gluten
1741,Senior,Male,Paleo,"None, Gluten"
1742,Adult,Female,Keto,
1743,Teen,Female,Vegan,Shellfish
1744,Adult,Female,Keto,"Shellfish, Eggs, Gluten"
1745,Child,Female,Keto,"Nuts, Gluten"
1746,Senior,Male,Non-Vegetarian,
1747,Teen,Other,Dairy-Free,Soy
1748,Adult,Male,Non-Vegetarian,
1749,Adult,Male,Non-Vegetarian,Soy
1750,Adult,Female,Vegetarian,"None, Nuts"
1751,Child,Male,Paleo,"Soy, Eggs"
1752,Senior,Male,Non-Vegetarian,"Eggs, Dairy"
1753,Adult,Male,Paleo,"Soy, Nuts, Dairy"
1754,Child,Other,Vegetarian,Soy
1755,Senior,Female,Paleo,"Shellfish, Gluten, Eggs"
1756,Child,Female,Keto,Soy
1757,Senior,Other,Non-Vegetarian,
1758,Teen,Female,Gluten-Free,"Shellfish, Soy, Nuts"
1759,Child,Other,Paleo,"Gluten, None"
1760,Teen,Female,Vegan,
1761,Senior,Other,Gluten-Free,"Eggs, None, Soy"
1762,Adult,Other,Dairy-Free,Shellfish
1763,Child,Male,Gluten-Free,"Shellfish, None"
1764,Teen,Other,Paleo,"None, Shellfish"
1765,Child,Female,Non-Vegetarian,"Shellfish, Nuts"
1766,Child,Other,Vegan,
1767,Adult,Male,Paleo,"Eggs, Gluten"
1768,Adult,Female,Non-Vegetarian,
1769,Child,Other,Gluten-Free,"Eggs, Nuts"
1770,Senior,Other,Keto,Shellfish
1771,Child,Female,Vegetarian,Dairy
1772,Teen,Other,Paleo,"None, Soy, Eggs"
1773,Teen,Other,Vegan,
1774,Senior,Female,Keto,"Shellfish, Gluten, Nuts"
1775,Adult,Male,Non-Vegetarian,Eggs
1776,Senior,Other,Paleo,Soy
1777,Senior,Male,Keto,Shellfish
1778,Adult,Male,Paleo,
1779,Child,Female,Vegan,"None, Nuts, Dairy"
1780,Teen,Other,Keto,
1781,Adult,Female,Gluten-Free,Nuts
1782,Adult,Other,Keto,None
1783,Senior,Male,Keto,None
1784,Senior,Other,Paleo,None
1785,Child,Female,Vegetarian,"Shellfish, None"
1786,Adult,Other,Vegetarian,None
1787,Adult,Female,Vegetarian,"Gluten, Eggs, None"
1788,Child,Male,Keto,"Shellfish, None, Dairy"
1789,Adult,Male,Vegetarian,"Nuts, Gluten"
1790,Teen,Female,Dairy-Free,"Nuts, Gluten, None"
1791,Senior,Other,Vegan,Nuts
1792,Child,Female,Gluten-Free,"Dairy, None"
1793,Adult,Female,Keto,"Nuts, None, Shellfish"
1794,Child,Female,Vegetarian,"Shellfish, None"
1795,Senior,Female,Vegan,"None, Gluten"
1796,Child,Other,Dairy-Free,
1797,Child,Male,Keto,Soy
1798,Child,Male,Keto,"None, Shellfish"
1799,Senior,Male,Vegan,
1800,Senior,Male,Non-Vegetarian,"Nuts, Shellfish, Soy"
1801,Teen,Female,Keto,Dairy
1802,Teen,Other,Dairy-Free,
1803,Child,Other,Paleo,Shellfish
1804,Adult,Female,Non-Vegetarian,
1805,Senior,Other,Keto,"Eggs, None"
1806,Adult,Other,Gluten-Free,Shellfish
1807,Senior,Female,Non-Vegetarian,"Shellfish, Eggs, Soy"
1808,Child,Female,Vegetarian,"Eggs, Shellfish, None"
1809,Senior,Female,Paleo,
1810,Adult,Male,Dairy-Free,Soy
1811,Senior,Other,Vegan,"Dairy, Eggs, None"
1812,Adult,Female,Gluten-Free,"Nuts, Soy, Dairy"
1813,Child,Male,Gluten-Free,
1814,Senior,Female,Gluten-Free,Shellfish
1815,Teen,Other,Vegan,"Shellfish, Soy, Gluten"
1816,Teen,Female,Keto,Nuts
1817,Senior,Male,Paleo,
1818,Teen,Female,Non-Vegetarian,"Gluten, Eggs, Soy"
1819,Teen,Male,Keto,
1820,Senior,Other,Paleo,"Gluten, None"
1821,Teen,Male,Gluten-Free,"Shellfish, None, Nuts"
1822,Teen,Female,Vegetarian,"Nuts, Gluten"
1823,Senior,Other,Paleo,"Eggs, Nuts, Soy"
1824,Teen,Male,Vegan,"Gluten, Shellfish, Dairy"
1825,Senior,Male,Vegan,
1826,Senior,Female,Non-Vegetarian,"Dairy, Gluten, None"
1827,Adult,Other,Gluten-Free,"Eggs, None"
1828,Adult,Other,Non-Vegetarian,"Gluten, Shellfish"
1829,Senior,Female,Dairy-Free,
1830,Adult,Male,Vegan,Dairy
1831,Teen,Male,Keto,
1832,Child,Other,Vegan,"Dairy, Nuts, Gluten"
1833,Senior,Male,Gluten-Free,Nuts
1834,Adult,Other,Paleo,"None, Nuts"
1835,Teen,Male,Vegetarian,
1836,Adult,Other,Vegan,"Gluten, Nuts, Shellfish"
