User_ID,Weather_Type,Spice_Preference,Sugar_Preference,Meal_Type,Recent_Dislikes
1027,Humid,5,8,Breakfast,
1027,Windy,6,3,Dinner,
1028,Cold,10,1,Lunch,"Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries, My Asian Fried Fish Fillet, Upside-Down Blueberry Puffs Brunch, Chimichurri"
1028,Hot,8,5,Breakfast,"Coconut Cream Pie Vegan Milkshake, Healthy Vegan Red Velvet Brownies, Sweet Potato, Kale & White Bean Soup, Spicy Coconut French Toast, Roasted Beet and Radicchio Salad"
1028,Rainy,5,3,Lunch,"Cheese Pork Chops, Royal Wedding Pear and Coriander Scones, Chimichurri, Lamb In Red Mole Sauce, Cuban Flank Steak With Avocado and Tomato Salad"
1028,Humid,7,4,Lunch,Tortellini In Brodo
1028,Windy,6,3,Dinner,"A Refreshing Drink To Welcome You All, Italian Beef Braciole, Pork schnitzel with tarragon cream sauce, Lemon Delicious, Warm Lemon Poppy Seed Cake With Chocolate Ganache Center"
1029,Cold,2,6,Breakfast,"Raspberry Cheesecake Bars By Mommie Cooks, Cheesy Chicken Enchilada Quinoa Casserole, Cuban Flank Steak With Avocado and Tomato Salad, Homemade Muesli Breakfast Cereal"
1029,Hot,1,0,Dinner,"Baked Honey Sriracha Chicken Wings, Blueberry Basil Galette, Satay Beef Balls, Avocado Chicken Salad"
1029,Rainy,7,9,Lunch,"Pasta with Raw Tomato & Lemon Infused Olive Oil, Cuban Flank Steak With Avocado and Tomato Salad, Rice Stuffed Bell Peppers (Zeytinyagli Biber Dolmasi), Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan)"
1029,Humid,1,10,Lunch,"Chicken Farfalle with Low-Fat Alfredo Sauce, Fluffy frittata with spinach, Ground Turkey Stuffed Peppers"
1029,Windy,10,10,Lunch,"How to Make the Ultimate Christmas Fruit Pizza, Amaretto Almond Cookies, Lamb In Red Mole Sauce, Avocado and Orange Salad With Orange-Ginger Dressing"
1030,Cold,7,8,Lunch,"Delicious Rhubarb Custard Pie, Spare Ribs, Upside-Down Blueberry Puffs Brunch, Pasta with Raw Tomato & Lemon Infused Olive Oil"
1030,Hot,4,2,Dinner,"Braised Chicken with Artichoke Hearts & Olives, Crockpot Chicken and Dumplings"
1030,Rainy,10,3,Lunch,"Zucchini Flutes Piped With Basil Ricotta Mousse, Tomato and Eggplant Caponata, Pork schnitzel with tarragon cream sauce"
1030,Humid,5,5,Dinner,"Eggless Blueberry and White Chocolate Baked Cheesecake, Spare Ribs, Easy Pork Chops on Stuffing"
1030,Windy,3,0,Dinner,"Baked Sirloin Steak, Brussels Sprout Carbonara with Fettuccini, Pork schnitzel with tarragon cream sauce, Chicken Farfalle with Low-Fat Alfredo Sauce, The Pearhattan Cocktail"
1031,Cold,7,6,Dinner,"Eggless Blueberry and White Chocolate Baked Cheesecake, Vanilla Bean Melting Moment Cookies With Caramel Filling, Spring Greens With Pears, Sugared Walnuts & Gorgonzola"
1031,Hot,2,0,Breakfast,"Creamy Mushroom Soup ~ with a “Kick”, Delicious Sausage & Peppers, Cheesy Chicken and Rice Casserole, Yoghurt Honey Madeleines, Steamed Artichokes With Roasted Red Pepper Aioli"
1031,Rainy,2,7,Lunch,"Brussels Sprout Carbonara with Fettuccini, Quick Chicken Enchilada Soup, Moosewood Lentil Soup"
1031,Humid,7,8,Dinner,"Wholemeal Steam Bun, Healthy Mint Brownies, A Refreshing Drink To Welcome You All, Blueberry Basil Galette, Chapchae (Korean Stir-Fried Noodles)"
1031,Windy,0,3,Lunch,"Sweet Potato, Kale & White Bean Soup, Cuban Flank Steak With Avocado and Tomato Salad, Quick Chicken Enchilada Soup"
1032,Cold,3,10,Breakfast,"Upside-Down Blueberry Puffs Brunch, Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries, Creamy Mushroom Soup ~ with a “Kick”, Vanilla Bean Melting Moment Cookies With Caramel Filling"
1032,Hot,1,2,Breakfast,"Cajun Shrimp Chowder, Quick Chicken Enchilada Soup"
1032,Rainy,4,4,Lunch,"Avocado and Orange Salad With Orange-Ginger Dressing, Korean Beef Rice Bowl"
1032,Humid,4,5,Dinner,"Yoghurt Honey Madeleines, Pasta with Raw Tomato & Lemon Infused Olive Oil, Steamed Artichokes With Roasted Red Pepper Aioli"
1032,Windy,2,5,Breakfast,
1033,Cold,1,0,Dinner,"HomeMade Hashbrowns with Spinach and Carrots, How to Make the Best Crock Pot Roast"
1033,Hot,4,0,Dinner,
1033,Rainy,3,2,Lunch,"Crockpot Chicken and Dumplings, Tomato and lentil soup, South Carolina Style Pulled Pork, Tomato and Eggplant Caponata, Tortellini In Brodo"
1033,Humid,10,6,Breakfast,"Tortellini In Brodo, Cheese Pork Chops"
1033,Windy,10,10,Breakfast,"Spare Ribs, Spicy Coconut French Toast, Butterscotch Pie, Wholemeal Steam Bun"
1034,Cold,7,8,Breakfast,"Cheese Pork Chops, Tortellini In Brodo"
1034,Hot,5,7,Lunch,
1034,Rainy,5,0,Dinner,Oven-Baked Feta Cheese Dip
1034,Humid,5,6,Lunch,Crockpot Applesauce
1034,Windy,4,3,Breakfast,White Chocolate Raspberry Brie Cups
1035,Cold,0,8,Breakfast,"Tomato and Eggplant Caponata, Mediterranean Herb Dip, Baked Honey Sriracha Chicken Wings, Beef With Oranges and Spices"
1035,Hot,2,2,Lunch,"Authentic Italian Biscotti, Cheesy Chicken and Rice Casserole"
1035,Rainy,5,9,Breakfast,HomeMade Hashbrowns with Spinach and Carrots
1035,Humid,0,0,Lunch,"Avocado Chicken Salad, Naturally Sweet Apple Turnovers, Healthy Orange Chicken, Spare Ribs"
1035,Windy,4,10,Dinner,"Green Tea Fruit Medley Smoothie, Classic Buttermilk Pie"
1036,Cold,9,1,Dinner,"Minestrone Soup, Sweet Potato, Kale & White Bean Soup, Moosewood Lentil Soup"
1036,Hot,5,0,Lunch,"One Bowl Jalapeno Cheddar Cornbread, Almond Rainbow Cake"
1036,Rainy,9,9,Lunch,"Butterscotch Pie, Upside-Down Blueberry Puffs Brunch"
1036,Humid,6,1,Lunch,HomeMade Hashbrowns with Spinach and Carrots
1036,Windy,2,8,Breakfast,"The Pearhattan Cocktail, South Carolina Style Pulled Pork, Roasted Asparagus With Bacon and Feta Cheese"
1037,Cold,2,5,Dinner,Avocado Chicken Salad
1037,Hot,9,9,Breakfast,"Tomato and Bacon Pizza With Rice Crust, Crockpot Applesauce"
1037,Rainy,6,8,Dinner,"Crockpot Chicken and Dumplings, Easy Shepherd's Pie (Beef And/or Lamb Combo), Naturally Sweet Apple Turnovers"
1037,Humid,2,6,Breakfast,"Lemon Delicious, Pasta With Salmon Cream Sauce, Italian Beef Braciole, Sweet Potato, Kale & White Bean Soup, Lamb In Red Mole Sauce"
1037,Windy,5,2,Lunch,"Homemade Muesli Breakfast Cereal, Fried String Cheese Sticks, Carrot and Coriander Soup"
1038,Cold,1,6,Breakfast,"Dad’s Breakfast Polenta, Braised Chicken with Artichoke Hearts & Olives, Baked Sirloin Steak, Frittata with Mushrooms, Thyme, and Parmigiano Cheese, Shrimp & Crab Egg Rolls"
1038,Hot,6,9,Breakfast,"Ground Turkey Stuffed Peppers, Lamb In Red Mole Sauce, Fried String Cheese Sticks, Watermelon Popsicles with Mint, Basil & Lime"
1038,Rainy,8,0,Lunch,"Baked Sirloin Steak, Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico), Black Bean Garlic Shrimp Scramble, Zucchini Flutes Piped With Basil Ricotta Mousse"
1038,Humid,2,3,Breakfast,"Easy Shepherd's Pie (Beef And/or Lamb Combo), Quick Chicken Enchilada Soup"
1038,Windy,4,7,Lunch,"Easy Shepherd's Pie (Beef And/or Lamb Combo), Soy Ginger Glazed Halibut with Ginger Peach Relish, Satay Beef Balls"
1039,Cold,5,2,Breakfast,"Chocoholic's Deep Dark Dream Chiffon Cake, Chimichurri, Cuban Flank Steak With Avocado and Tomato Salad, Dad’s Breakfast Polenta, Butterscotch Pie"
1039,Hot,3,4,Breakfast,Beef With Oranges and Spices
1039,Rainy,0,5,Dinner,"Delicious Rhubarb Custard Pie, Pasta With Salmon Cream Sauce"
1039,Humid,0,5,Breakfast,"Pork schnitzel with tarragon cream sauce, Healthy Vegan Red Velvet Brownies, Dak Bulgogi - Korean BBQ Chicken"
1039,Windy,10,2,Breakfast,
1040,Cold,9,6,Dinner,"Cuban Flank Steak With Avocado and Tomato Salad, Tuna Stuffed Hard-Boiled Eggs"
1040,Hot,1,2,Lunch,"Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Healthy Mint Brownies"
1040,Rainy,3,6,Breakfast,"Black Bean Garlic Shrimp Scramble, Amaretto Almond Cookies, Alouette Chicken Paprika, Tortellini In Brodo"
1040,Humid,2,3,Dinner,"Pork schnitzel with tarragon cream sauce, Chapchae (Korean Stir-Fried Noodles), Cajun Seafood and Andouille Sausage Gumbo, Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries"
1040,Windy,7,6,Breakfast,"Royal Wedding Pear and Coriander Scones, Dad’s Breakfast Polenta"
1041,Cold,4,3,Lunch,"Beef With Oranges and Spices, Roasted Beet and Radicchio Salad, Chimichurri, Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan)"
1041,Hot,7,5,Lunch,Shrimp & Crab Egg Rolls
1041,Rainy,9,1,Dinner,
1041,Humid,1,3,Lunch,Minestrone
1041,Windy,10,9,Lunch,"Authentic Italian Biscotti, My Asian Fried Fish Fillet, Salmon with roasted vegetables, Watermelon Popsicles with Mint, Basil & Lime, Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce"
1042,Cold,3,2,Lunch,"Green Tea Fruit Medley Smoothie, Avocado Chicken Salad, Sweet & Spicy White Cheddar Cheese Ball with apples & Bacon"
1042,Hot,8,2,Dinner,"Cuban Flank Steak With Avocado and Tomato Salad, Cajun Potato Wedges"
1042,Rainy,4,6,Dinner,"Eggless Blueberry and White Chocolate Baked Cheesecake, Roasted Asparagus With Bacon and Feta Cheese"
1042,Humid,7,1,Lunch,Healthy Vegan Red Velvet Brownies
1042,Windy,8,5,Breakfast,Pork schnitzel with tarragon cream sauce
1043,Cold,3,0,Lunch,"Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries, Roasted Asparagus With Bacon and Feta Cheese, Chocolatey Overnight Oats with Strawberries, Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce"
1043,Hot,3,9,Dinner,"One Bowl Jalapeno Cheddar Cornbread, Yoghurt Honey Madeleines"
1043,Rainy,6,5,Dinner,"Healthy Vegan Red Velvet Brownies, Roasted Beet and Radicchio Salad"
1043,Humid,1,5,Lunch,"Soy Ginger Glazed Halibut with Ginger Peach Relish, Naturally Sweet Apple Turnovers, Butterscotch Pie"
1043,Windy,8,5,Lunch,"Quick Chicken Enchilada Soup, Beef With Oranges and Spices"
1044,Cold,5,5,Dinner,"Sweet & Spicy White Cheddar Cheese Ball with apples & Bacon, Coconut Cream Pie Vegan Milkshake, Roasted Beet and Radicchio Salad, Frittata with Mushrooms, Thyme, and Parmigiano Cheese"
1044,Hot,2,4,Lunch,"Easy Pork Chops on Stuffing, Tuna Stuffed Hard-Boiled Eggs, Avocado Chicken Salad"
1044,Rainy,10,3,Lunch,
1044,Humid,9,9,Dinner,
1044,Windy,1,8,Breakfast,"Dak Bulgogi - Korean BBQ Chicken, Amaretto Almond Cookies, Moosewood Lentil Soup"
1045,Cold,7,8,Dinner,"Red, White & Blue Crepes: Happy July 4th! @driscollsberry, Tortellini In Brodo, Avocado and Orange Salad With Orange-Ginger Dressing, Steamed Artichokes With Roasted Red Pepper Aioli"
1045,Hot,3,10,Lunch,"Moosewood Lentil Soup, How to Make the Best Crock Pot Roast, Easy Gluten Free Vegetarian Pasta Salad, Creamy Mushroom Soup ~ with a “Kick”"
1045,Rainy,10,2,Dinner,"Jalapeno Cheese Quick Bread, Cheese Pork Chops, Yoghurt Honey Madeleines, Carrot and Coriander Soup, Delicious Rhubarb Custard Pie"
1045,Humid,1,2,Dinner,"Quinoa and Chickpea Salad with Sun-Dried Tomatoes and Dried Cherries, Yoghurt Honey Madeleines"
1045,Windy,0,0,Breakfast,"Easy Pork Chops on Stuffing, Warm Lemon Poppy Seed Cake With Chocolate Ganache Center, Ground Turkey Stuffed Peppers"
1046,Cold,1,10,Lunch,How to Make the Ultimate Christmas Fruit Pizza
1046,Hot,8,3,Lunch,"Chicken and White Bean Chili, White Chocolate Cherry Hand Pies, Oven-Baked Feta Cheese Dip, Homemade Muesli Breakfast Cereal, Easy Gluten Free Vegetarian Pasta Salad"
1046,Rainy,9,3,Breakfast,"Healthy Orange Chicken, Royal Wedding Pear and Coriander Scones, Moosewood Lentil Soup, Crockpot Applesauce, Roasted Beet and Radicchio Salad"
1046,Humid,9,0,Breakfast,Korean Beef Rice Bowl
1046,Windy,10,8,Lunch,"Chocoholic's Deep Dark Dream Chiffon Cake, Chicken and White Bean Chili, Oven-Baked Feta Cheese Dip, Cheesy Chicken Enchilada Quinoa Casserole"
1047,Cold,0,2,Breakfast,One Bowl Jalapeno Cheddar Cornbread
1047,Hot,4,9,Lunch,"Spicy Coconut French Toast, Tortellini In Brodo, Strawberry-Mango Quinoa Salad, One Bowl Jalapeno Cheddar Cornbread, Healthy Mint Brownies"
1047,Rainy,8,4,Lunch,"Lemon Delicious, Tru Chocolate Martini"
1047,Humid,2,1,Lunch,"Cheese Pork Chops, Cajun Seafood and Andouille Sausage Gumbo"
1047,Windy,6,1,Dinner,"Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico), Spicy Coconut French Toast, South Carolina Style Pulled Pork, Roasted Beet and Radicchio Salad, Red, White & Blue Crepes: Happy July 4th! @driscollsberry"
1048,Cold,3,8,Breakfast,
1048,Hot,2,4,Lunch,"Baked Honey Sriracha Chicken Wings, Smooth Bloody Mary, Lamb In Red Mole Sauce"
1048,Rainy,10,2,Breakfast,"Satay Beef Balls, Tuna Stuffed Hard-Boiled Eggs, Tomato and lentil soup, Minestrone"
1048,Humid,4,3,Lunch,
1048,Windy,0,0,Dinner,"Smooth Bloody Mary, Cajun Shrimp Chowder, Shrimp and Lemongrass Soup"
1049,Cold,7,4,Breakfast,"Black Bean Garlic Shrimp Scramble, Lamb In Red Mole Sauce, Cheesy Chicken and Rice Casserole, Brussels Sprout Carbonara with Fettuccini"
1049,Hot,1,4,Breakfast,
1049,Rainy,4,9,Breakfast,"Avocado Chicken Salad, Tuna Stuffed Hard-Boiled Eggs"
1049,Humid,0,1,Breakfast,"Black Bean Garlic Shrimp Scramble, Crockpot Chicken and Dumplings, Eggless Blueberry and White Chocolate Baked Cheesecake, Sweet Potato, Kale & White Bean Soup, Easy Gluten Free Vegetarian Pasta Salad"
1049,Windy,10,3,Breakfast,Satay Beef Balls
1050,Cold,1,3,Dinner,"Baked Ziti Or Rigatoni, Strawberry-Mango Quinoa Salad, Butterscotch Pie"
1050,Hot,9,4,Dinner,"Honeyed Bacon"" Baklava, My Asian Fried Fish Fillet"
1050,Rainy,0,8,Breakfast,"Healthy Vegan Red Velvet Brownies, Sugar Cookies"
1050,Humid,1,1,Lunch,
1050,Windy,6,10,Lunch,Fluffy frittata with spinach
1051,Cold,7,1,Dinner,"Moosewood Lentil Soup, Pasta with Raw Tomato & Lemon Infused Olive Oil, Jalapeno Cheese Quick Bread"
1051,Hot,4,1,Dinner,Cheesy Chicken and Rice Casserole
1051,Rainy,9,8,Dinner,"Sweet Potato, Kale & White Bean Soup, Naturally Sweet Apple Turnovers, Dak Bulgogi - Korean BBQ Chicken, Alouette Chicken Paprika"
1051,Humid,0,7,Lunch,"Royal Wedding Pear and Coriander Scones, Strawberry-Mango Quinoa Salad, Yoghurt Honey Madeleines, Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Steamed Artichokes With Roasted Red Pepper Aioli"
1051,Windy,1,10,Lunch,"Pork schnitzel with tarragon cream sauce, Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce"
1052,Cold,0,7,Lunch,"Dutch Baby, Korean Beef Rice Bowl, Chimichurri, Honeyed Bacon"" Baklava, Tortellini In Brodo"
1052,Hot,3,9,Dinner,"Easy Pork Chops on Stuffing, Cheese Pork Chops, Tomato and lentil soup"
1052,Rainy,4,1,Dinner,"Easy Vegetable Fried Rice, Dutch Baby, Tuna Stuffed Hard-Boiled Eggs, Healthy Orange Chicken, Yoghurt Honey Madeleines"
1052,Humid,1,6,Breakfast,Eggless Blueberry and White Chocolate Baked Cheesecake
1052,Windy,10,10,Lunch,"Healthy Orange Chicken, Carrot and Coriander Soup"
1053,Cold,6,7,Dinner,"Tuna Stuffed Hard-Boiled Eggs, Soy Ginger Glazed Halibut with Ginger Peach Relish"
1053,Hot,10,8,Lunch,"Baked Honey Sriracha Chicken Wings, Gluten Free Dairy Free Buttermilk Biscuits, Minestrone Soup"
1053,Rainy,7,3,Dinner,
1053,Humid,4,0,Dinner,
1053,Windy,3,2,Breakfast,"South Carolina Style Pulled Pork, Easy Shepherd's Pie (Beef And/or Lamb Combo), How to Make the Ultimate Christmas Fruit Pizza, Minestrone, Lamb In Red Mole Sauce"
1054,Cold,7,0,Lunch,"Sweet & Spicy White Cheddar Cheese Ball with apples & Bacon, Chocolatey Overnight Oats with Strawberries, Pasta With Salmon Cream Sauce, Chicken and White Bean Chili"
1054,Hot,7,1,Breakfast,Tortellini In Brodo
1054,Rainy,2,2,Dinner,"Cuban Flank Steak With Avocado and Tomato Salad, Zucchini Flutes Piped With Basil Ricotta Mousse, Baked Sirloin Steak, Dutch Baby"
1054,Humid,1,6,Breakfast,"Tomato and lentil soup, Butterscotch Pie, Black Bean Garlic Shrimp Scramble, Baked Ziti Or Rigatoni"
1054,Windy,8,3,Dinner,"Dairy Free Chicken Salad, Beef With Oranges and Spices, Cuban Flank Steak With Avocado and Tomato Salad, One Bowl Jalapeno Cheddar Cornbread"
1055,Cold,7,6,Breakfast,"Zucchini Flutes Piped With Basil Ricotta Mousse, Steamed Artichokes With Roasted Red Pepper Aioli, Lamb In Red Mole Sauce"
1055,Hot,5,8,Lunch,Avocado and Orange Salad With Orange-Ginger Dressing
1055,Rainy,10,4,Lunch,"Carrot and Coriander Soup, Tomato and Bacon Pizza With Rice Crust, Chocolatey Overnight Oats with Strawberries, Red, White & Blue Crepes: Happy July 4th! @driscollsberry, Dak Bulgogi - Korean BBQ Chicken"
1055,Humid,0,3,Dinner,"Tomato and Eggplant Caponata, Coconut Cream Pie Vegan Milkshake, Jalapeno Cheese Quick Bread, Cajun Seafood and Andouille Sausage Gumbo, White Chocolate Raspberry Brie Cups"
1055,Windy,8,5,Lunch,"Salmon with roasted vegetables, Classic Buttermilk Pie, Honeyed Bacon"" Baklava, Raspberry Cheesecake Bars By Mommie Cooks"
1056,Cold,8,2,Breakfast,
1056,Hot,4,5,Lunch,"Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Korean Beef Rice Bowl, Lemon Delicious, Tomato and Eggplant Caponata, Chocolatey Overnight Oats with Strawberries"
1056,Rainy,6,5,Lunch,"Delicious Sausage & Peppers, Naturally Sweet Apple Turnovers"
1056,Humid,5,8,Lunch,"Watermelon Popsicles with Mint, Basil & Lime"
1056,Windy,4,2,Dinner,"Delicious Sausage & Peppers, Easy Vegetable Fried Rice"
1057,Cold,3,5,Breakfast,"Baked Honey Sriracha Chicken Wings, Jalapeno Cheese Quick Bread, Healthy Mint Brownies, A Refreshing Drink To Welcome You All"
1057,Hot,1,0,Breakfast,"Easy Pork Chops on Stuffing, Easy Vegetable Fried Rice"
1057,Rainy,5,2,Breakfast,Vanilla and Lime Flan By Esperanza Platas Alvarez (Planet Food Mexico)
1057,Humid,4,3,Lunch,"Gluten Free Dairy Free Buttermilk Biscuits, Carrot and Coriander Soup, Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Dak Bulgogi - Korean BBQ Chicken, Moosewood Lentil Soup"
1057,Windy,1,10,Dinner,"Spicy Coconut French Toast, Cheesy Chicken and Rice Casserole"
1058,Cold,3,2,Dinner,"Brussels Sprout Carbonara with Fettuccini, Sweet Potato, Kale & White Bean Soup"
1058,Hot,5,4,Breakfast,"White Chocolate Raspberry Brie Cups, Cajun Potato Wedges, Tru Chocolate Martini, Shrimp and Lemongrass Soup"
1058,Rainy,9,5,Breakfast,"Easy Gluten Free Vegetarian Pasta Salad, Royal Wedding Pear and Coriander Scones, The Pearhattan Cocktail, Smooth Bloody Mary, Chocolatey Overnight Oats with Strawberries"
1058,Humid,0,7,Dinner,Soy Ginger Glazed Halibut with Ginger Peach Relish
1058,Windy,5,10,Dinner,
1059,Cold,5,7,Dinner,Raspberry Cheesecake Bars By Mommie Cooks
1059,Hot,7,4,Lunch,"Easy Vegetable Fried Rice, Tomato and Eggplant Caponata"
1059,Rainy,4,1,Breakfast,"Soy Ginger Glazed Halibut with Ginger Peach Relish, Braised Chicken with Artichoke Hearts & Olives, Jalapeno Cheese Quick Bread"
1059,Humid,6,10,Breakfast,"Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce, Oven-Baked Feta Cheese Dip, Delicious Rhubarb Custard Pie, Zucchini Flutes Piped With Basil Ricotta Mousse, Easy Gluten Free Vegetarian Pasta Salad"
1059,Windy,5,10,Dinner,"Dairy Free Chicken Salad, Eggless Blueberry and White Chocolate Baked Cheesecake, Healthy Orange Chicken"
1060,Cold,0,0,Breakfast,"Italian Beef Braciole, Lemon Delicious, Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce, South Carolina Style Pulled Pork"
1060,Hot,1,7,Dinner,"Easy Gluten Free Vegetarian Pasta Salad, Pasta With Salmon Cream Sauce, Pork schnitzel with tarragon cream sauce"
1060,Rainy,4,2,Breakfast,"Ground Turkey Stuffed Peppers, Zucchini Flutes Piped With Basil Ricotta Mousse, Tomato and lentil soup"
1060,Humid,6,5,Dinner,"Crockpot Chicken and Dumplings, Alouette Chicken Paprika, Raspberry Cheesecake Bars By Mommie Cooks"
1060,Windy,0,1,Lunch,"Honeyed Bacon"" Baklava"
1061,Cold,6,10,Dinner,"Beef With Oranges and Spices, Avocado and Orange Salad With Orange-Ginger Dressing, Smooth Bloody Mary, Butterscotch Pie, Fried String Cheese Sticks"
1061,Hot,2,6,Breakfast,"Ground Turkey Stuffed Peppers, Tomato and Bacon Pizza With Rice Crust, Spare Ribs"
1061,Rainy,7,3,Lunch,"Shrimp and Lemongrass Soup, Loquat Pie, Vanilla Bean Melting Moment Cookies With Caramel Filling, Fried String Cheese Sticks"
1061,Humid,6,5,Dinner,
1061,Windy,7,6,Dinner,"Cheesy Chicken Enchilada Quinoa Casserole, Braised Chicken with Artichoke Hearts & Olives"
1062,Cold,8,2,Dinner,Roasted Beet and Radicchio Salad
1062,Hot,5,3,Dinner,"Authentic Italian Biscotti, Spare Ribs, Butterscotch Pie, My Asian Fried Fish Fillet"
1062,Rainy,5,0,Dinner,
1062,Humid,8,6,Breakfast,"Tuna Stuffed Hard-Boiled Eggs, Yoghurt Honey Madeleines, My Asian Fried Fish Fillet"
1062,Windy,8,8,Breakfast,Italian Beef Braciole
1063,Cold,2,6,Lunch,
1063,Hot,10,1,Lunch,"HomeMade Hashbrowns with Spinach and Carrots, Korean Beef Rice Bowl, Spare Ribs"
1063,Rainy,5,10,Lunch,"Upside-Down Blueberry Puffs Brunch, White Chocolate Raspberry Brie Cups"
1063,Humid,10,1,Dinner,Tru Chocolate Martini
1063,Windy,1,6,Breakfast,"Healthy Vegan Red Velvet Brownies, Red, White & Blue Crepes: Happy July 4th! @driscollsberry, Quick Chicken Enchilada Soup"
1064,Cold,10,4,Dinner,
1064,Hot,10,1,Lunch,
1064,Rainy,1,9,Breakfast,"Avocado and Orange Salad With Orange-Ginger Dressing, Homemade Muesli Breakfast Cereal"
1064,Humid,5,7,Lunch,"Roasted Beet and Radicchio Salad, Tomato and lentil soup, Healthy Orange Chicken"
1064,Windy,4,1,Dinner,"Easy Pork Chops on Stuffing, Cajun Shrimp Chowder"
1065,Cold,4,8,Dinner,"Chocolatey Overnight Oats with Strawberries, Cuban Flank Steak With Avocado and Tomato Salad, Sweet & Spicy White Cheddar Cheese Ball with apples & Bacon, Homemade Muesli Breakfast Cereal"
1065,Hot,3,10,Breakfast,"Tortellini In Brodo, Italian Beef Braciole, Avocado and Orange Salad With Orange-Ginger Dressing"
1065,Rainy,8,6,Lunch,"Roasted Beet and Radicchio Salad, HomeMade Hashbrowns with Spinach and Carrots"
1065,Humid,4,6,Lunch,Chocoholic's Deep Dark Dream Chiffon Cake
1065,Windy,9,6,Breakfast,
1066,Cold,0,10,Dinner,Amaretto Almond Cookies
1066,Hot,4,8,Lunch,"Artisan Farfalle Pasta With Smoked Salmon and Cream Sauce, Moosewood Lentil Soup"
1066,Rainy,8,8,Breakfast,Cheesy Chicken and Rice Casserole
1066,Humid,7,9,Dinner,"Mediterranean Herb Dip, Ground Turkey Stuffed Peppers, Baked Honey Sriracha Chicken Wings, Pasta with Raw Tomato & Lemon Infused Olive Oil, Strawberry-Mango Quinoa Salad"
1066,Windy,9,6,Breakfast,"Roasted Acorn Squash Stuffed with spicy Biryani (Veg/vegan), Baked Honey Sriracha Chicken Wings"
1067,Cold,1,3,Breakfast,"Minestrone Soup, Zucchini Flutes Piped With Basil Ricotta Mousse, Delicious Rhubarb Custard Pie, Crockpot Chicken and Dumplings, Naturally Sweet Apple Turnovers"
1067,Hot,2,4,Lunch,"Minestrone Soup, Chimichurri, Salmon with roasted vegetables"
1067,Rainy,5,0,Dinner,Eggless Blueberry and White Chocolate Baked Cheesecake
1067,Humid,0,1,Dinner,"White Chocolate Cherry Hand Pies, Oven-Baked Feta Cheese Dip"
1067,Windy,4,10,Breakfast,Alouette Chicken Paprika
1068,Cold,4,6,Lunch,"Dak Bulgogi - Korean BBQ Chicken, Moosewood Lentil Soup, Chicken and White Bean Chili, Authentic Italian Biscotti, Healthy Orange Chicken"
1068,Hot,8,10,Lunch,
1068,Rainy,7,4,Breakfast,"Carrot and Coriander Soup, Moosewood Lentil Soup"
1068,Humid,9,8,Dinner,
1068,Windy,9,8,Lunch,"Moosewood Lentil Soup, Roasted Beet and Radicchio Salad, Avocado Chicken Salad, Quick Chicken Enchilada Soup, Sweet Potato, Kale & White Bean Soup"
1069,Cold,0,9,Breakfast,"Shrimp & Crab Egg Rolls, Pork schnitzel with tarragon cream sauce, Blueberry Basil Galette, Sweet Potato, Kale & White Bean Soup"
1069,Hot,5,0,Breakfast,"Sugar Cookies, Fluffy frittata with spinach, Alouette Chicken Paprika"
1069,Rainy,8,8,Dinner,"Braised Chicken with Artichoke Hearts & Olives, Chocoholic's Deep Dark Dream Chiffon Cake, Coconut Cream Pie Vegan Milkshake, Baked Ziti Or Rigatoni, Cheesy Chicken and Rice Casserole"
1069,Humid,9,10,Lunch,
1069,Windy,1,8,Dinner,Minestrone
1070,Cold,4,0,Lunch,"Lamb In Red Mole Sauce, Loquat Pie, South Carolina Style Pulled Pork, Butterscotch Pie"
1070,Hot,6,5,Breakfast,"Blueberry Basil Galette, Shrimp and Lemongrass Soup, Chocoholic's Deep Dark Dream Chiffon Cake, Oven-Baked Feta Cheese Dip, Tomato and Bacon Pizza With Rice Crust"
1070,Rainy,1,1,Breakfast,"The Pearhattan Cocktail, Strawberry-Mango Quinoa Salad, Dutch Baby, Amaretto Almond Cookies"
1070,Humid,0,9,Lunch,"Italian Beef Braciole, Blueberry Basil Galette, Easy Shepherd's Pie (Beef And/or Lamb Combo), Warm Lemon Poppy Seed Cake With Chocolate Ganache Center, Chimichurri"
1070,Windy,8,4,Lunch,
